Statement,Header,Field Name,Field Value
Statement,Data,Title,Activity Statement
Statement,Data,Period,"April 1, 2026 - September 3, 2026"
Statement,Data,WhenGenerated,"2026-09-04, 07:02:54 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Tushar Agrawal
Account Information,Data,Account,U16595399
Account Information,Data,Investment Advisor,MATCAP WEALTH ADVISORS PRIVATE LIMITED
Account Information,Data,Account Type,Advisor Client
Account Information,Data,Customer Type,Individual
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,9453.80631,8153.345628,0,8153.345628,-1300.460682
Net Asset Value,Data,Stock,50125.74166,57121.98006,0,57121.98006,6996.2384
Net Asset Value,Data,Dividend Accruals,20.8102212,29.391275,0,29.391275,8.5810538
Net Asset Value,Data,Total,59600.35819,65304.71696,0,65304.71696,5704.358772
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,9.57%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,59600.35819
Change in NAV,Data,Mark-to-Market,5955.858123
Change in NAV,Data,Dividends,276.6625104
Change in NAV,Data,Withholding Tax,-61.4271592
Change in NAV,Data,Change in Dividend Accruals,8.7684284
Change in NAV,Data,Interest,0.94
Change in NAV,Data,Advisor Fees,-372.69
Change in NAV,Data,Commissions,-57.98874079
Change in NAV,Data,Transaction Fees,-45.57702589
Change in NAV,Data,Other FX Translations,-0.1873746
Change in NAV,Data,Ending Value,65304.71696
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Mark-to-Market Performance Summary,Data,Stocks,1919,500,0,14.9,--,-108.5007,5.1016,-3.21263567,28.9291872,-77.68254847
Mark-to-Market Performance Summary,Data,Stocks,4568.T,100,0,"2,766.00",--,-124.43235,-10.815525,-1.260286776,20.442267,-116.0658948
Mark-to-Market Performance Summary,Data,Stocks,AAFl,0,360,--,3.49,45.73044,-3.915936,-12.41025384,0,29.40425016
Mark-to-Market Performance Summary,Data,Stocks,AAPL,5,5,253.79,328.21,372.1,0,0,2.02,374.12
Mark-to-Market Performance Summary,Data,Stocks,AAXJ,4,0,96.29,--,88.32,9,-1.01073109,1.26,97.56926891
Mark-to-Market Performance Summary,Data,Stocks,AMD,7,7,203.43,456.16,1769.11,0,0,0,1769.11
Mark-to-Market Performance Summary,Data,Stocks,ANET,0,4,--,191.44,3.72,6.88,-1.000012,0,9.599988
Mark-to-Market Performance Summary,Data,Stocks,APH,0,10,--,82.07,14,11.35,-1.000015,0,24.349985
Mark-to-Market Performance Summary,Data,Stocks,ASML,2,2,"1,119.20","1,423.40",718.13604,0,0,9.080012,727.216052
Mark-to-Market Performance Summary,Data,Stocks,BARCl,0,290,--,4.934,-107.761874,15.30156,-13.85167124,0,-106.3119852
Mark-to-Market Performance Summary,Data,Stocks,BNO,0,0,--,--,179.19,77.22,-2.04284212,0,254.3671579
Mark-to-Market Performance Summary,Data,Stocks,BOTZ,12,12,33.22,35.81,31.08,0,0,0.16,31.24
Mark-to-Market Performance Summary,Data,Stocks,COPX,50,50,76.35,91.25,745,0,0,9.67,754.67
Mark-to-Market Performance Summary,Data,Stocks,DXJ,0,10,--,180.04,127.3,-3.4,-1,8.66,131.56
Mark-to-Market Performance Summary,Data,Stocks,GLD,10,10,430.29,410.22,-200.7,0,0,0,-200.7
Mark-to-Market Performance Summary,Data,Stocks,GOOG,3,3,286.86,339.08,156.66,0,0,0.49,157.15
Mark-to-Market Performance Summary,Data,Stocks,ICLN,20,20,18.29,17.63,-13.2,0,0,0.84,-12.36
Mark-to-Market Performance Summary,Data,Stocks,IEF,12,0,95.44,--,-8.52,-2.04,-1.02575123,8.53,-3.05575123
Mark-to-Market Performance Summary,Data,Stocks,IWR,5,0,97.23,--,56.65,-1.95,-1.01213151,1.09,54.77786849
Mark-to-Market Performance Summary,Data,Stocks,JPM,0,5,--,362.06,163.35,6.95,-1.000015,5.62,174.919985
Mark-to-Market Performance Summary,Data,Stocks,LLY,0,1.2,--,"1,159.60",-84.396,12.086,-1.0000036,0,-73.3100036
Mark-to-Market Performance Summary,Data,Stocks,META,2,2,572.13,610.68,77.1,0,0,0.79,77.89
Mark-to-Market Performance Summary,Data,Stocks,MU,0,0.7,--,958.16,45.841,22.56471,-1.0000021,0,67.4057079
Mark-to-Market Performance Summary,Data,Stocks,NBIS,9,0,103.76,--,1375.83,141.84,-1.05228311,0,1516.617717
Mark-to-Market Performance Summary,Data,Stocks,NFLX,15,15,96.15,82.67,-202.2,0,0,0,-202.2
Mark-to-Market Performance Summary,Data,Stocks,NOVOBc,0,40,--,301.55,-83.86348,14.97832,-7.48916,16.953885,-59.420435
Mark-to-Market Performance Summary,Data,Stocks,POW,0,65,--,25.48,-315.25,53.95,-1.000195,0,-262.300195
Mark-to-Market Performance Summary,Data,Stocks,PRYm,0,10.9,--,119.8,-48.462332,-13.826868,-6.596304,0,-68.885504
Mark-to-Market Performance Summary,Data,Stocks,QQQ,2,0,577.18,--,266.88,14.18,-1.02996565,1.22,281.2500344
Mark-to-Market Performance Summary,Data,Stocks,RHM,0,0.5,--,"1,070.20",69.254115,14.26935,-1.42125,0,82.102215
Mark-to-Market Performance Summary,Data,Stocks,RYAAY,0,31,--,54.7,-183.33,-6.95,-2.000093,0,-192.280093
Mark-to-Market Performance Summary,Data,Stocks,SAABY,0,51,--,31.38,270.81,14.28,-1.00000153,0,284.0899985
Mark-to-Market Performance Summary,Data,Stocks,SE,0,7,--,113.1,96.36,-10.94,-2.000021,0,83.419979
Mark-to-Market Performance Summary,Data,Stocks,SLV,159,0,68.14,--,-944.46,96.99,-1.23720987,0,-848.7072099
Mark-to-Market Performance Summary,Data,Stocks,SPOT,0,4.4,--,560.11,523.156,-47.692,-1.0000132,0,474.4639868
Mark-to-Market Performance Summary,Data,Stocks,SU,0,7.8,--,287.35,71.610123,-18.66954,-13.40523,0,39.535353
Mark-to-Market Performance Summary,Data,Stocks,TCEHY,0,37.3,--,55.85,-13.05,36.745,-1.00000201,0,22.69499799
Mark-to-Market Performance Summary,Data,Stocks,TIP,57,0,110.36,--,-83.22,2.28,-1.13920335,78.59,-3.48920335
Mark-to-Market Performance Summary,Data,Stocks,TSLA,6,6,371.75,376.365,27.69,0,0,0,27.69
Mark-to-Market Performance Summary,Data,Stocks,URA,50,0,48.43,--,-142.5,60.5,-1.0580937,0,-83.0580937
Mark-to-Market Performance Summary,Data,Stocks,UUl,0,156,--,13.61,128.19534,12.346776,-17.26095114,0,123.2811649
Mark-to-Market Performance Summary,Data,Stocks,VHT,0,3,--,324.8,-4.41,-4.5,-1.000009,0,-9.910009
Mark-to-Market Performance Summary,Data,Stocks,VT,9,0,138.32,--,148.77,8.91,-1.03067474,3.79,160.4393253
Mark-to-Market Performance Summary,Data,Stocks,VTV,4,0,196.2,--,85.56,1.64,-1.0187552,0,86.1812448
Mark-to-Market Performance Summary,Data,Stocks,WFC,24,24,79.61,89.19,229.92,0,0,17.1,247.02
Mark-to-Market Performance Summary,Data,Total,,,,,,5219.066322,514.663447,-104.5657667,215.2353512,5844.399354
Mark-to-Market Performance Summary,Data,Forex,DKK,127.56,109.5,0.15464,0.15554,34.662457,2.648537,0,0,37.310994
Mark-to-Market Performance Summary,Data,Forex,EUR,2565.035,0,1.1553,1.1626,40.9283235,0,0,0,40.9283235
Mark-to-Market Performance Summary,Data,Forex,GBP,0,0,--,1.3525,110.361501,0,0,0,110.361501
Mark-to-Market Performance Summary,Data,Forex,HKD,16063.30643,9870.732343,0.12755,0.12756,-0.40752387,-0.791837,0,0,-1.19936087
Mark-to-Market Performance Summary,Data,Forex,JPY,5844,255238.9493,0.0063004,0.0064182,28.90411759,-0.026233,0,0,28.87788459
Mark-to-Market Performance Summary,Data,Forex,USD,4385.001224,5239.028756,1,1,0,5.849022,0,0,5.849022
Mark-to-Market Performance Summary,Data,Total,,,,,,214.4488752,7.679489,0,0,222.1283642
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,5433.515197,522.342936,-104.5657667,215.2353512,6066.527718
Mark-to-Market Performance Summary,Data,Broker Interest Paid and Received,,,,,,,,,,0.94
Mark-to-Market Performance Summary,Data,Advisor Fees,,,,,,,,,,-372.69
Total P/L for Statement Period,,,,,,,,,,,,5694.777718
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,1919,0,0,-75.42637418,0,0,-75.42637418,0,0,0,0,0,-75.42637418
Realized & Unrealized Performance Summary,Data,Stocks,4568.T,0,0,0,0,-726.8126741,-726.8126741,0,0,0,0,0,-726.8126741
Realized & Unrealized Performance Summary,Data,Stocks,AAFl,0,0,0,0,0,0,29.528862,0,0,0,29.528862,29.528862
Realized & Unrealized Performance Summary,Data,Stocks,AAPL,0,0,0,0,0,0,0,0,480.774865,0,480.774865,480.774865
Realized & Unrealized Performance Summary,Data,Stocks,AAXJ,0,135.1691609,0,0,0,135.1691609,0,0,0,0,0,135.1691609
Realized & Unrealized Performance Summary,Data,Stocks,AMD,0,0,0,0,0,0,0,0,2010.804711,0,2010.804711,2010.804711
Realized & Unrealized Performance Summary,Data,Stocks,ANET,0,0,0,0,0,0,9.599988,0,0,0,9.599988,9.599988
Realized & Unrealized Performance Summary,Data,Stocks,APH,0,0,0,0,0,0,24.349985,0,0,0,24.349985,24.349985
Realized & Unrealized Performance Summary,Data,Stocks,ASML,0,0,0,0,0,0,0,0,1803.65764,0,1803.65764,1803.65764
Realized & Unrealized Performance Summary,Data,Stocks,BARCl,0,0,0,0,0,0,0,-107.9441746,0,0,-107.9441746,-107.9441746
Realized & Unrealized Performance Summary,Data,Stocks,BNO,0,254.3671579,0,0,0,254.3671579,0,0,0,0,0,254.3671579
Realized & Unrealized Performance Summary,Data,Stocks,BOTZ,0,0,0,0,0,0,0,0,21.088076,0,21.088076,21.088076
Realized & Unrealized Performance Summary,Data,Stocks,COPX,0,0,0,0,0,0,1149,0,0,0,1149,1149
Realized & Unrealized Performance Summary,Data,Stocks,DXJ,0,0,0,0,0,0,123.9,0,0,0,123.9,123.9
Realized & Unrealized Performance Summary,Data,Stocks,GLD,0,0,0,0,0,0,211.3,0,0,0,211.3,211.3
Realized & Unrealized Performance Summary,Data,Stocks,GOOG,0,0,0,0,0,0,53.24,0,0,0,53.24,53.24
Realized & Unrealized Performance Summary,Data,Stocks,ICLN,0,0,0,0,0,0,0,0,62.81346,0,62.81346,62.81346
Realized & Unrealized Performance Summary,Data,Stocks,IEF,0,0,-11.37767523,0,0,-11.37767523,0,0,0,0,0,-11.37767523
Realized & Unrealized Performance Summary,Data,Stocks,IWR,0,64.96273349,0,0,0,64.96273349,0,0,0,0,0,64.96273349
Realized & Unrealized Performance Summary,Data,Stocks,JPM,0,0,0,0,0,0,169.299985,0,0,0,169.299985,169.299985
Realized & Unrealized Performance Summary,Data,Stocks,LLY,0,0,0,0,0,0,0,-73.310004,0,0,-73.310004,-73.310004
Realized & Unrealized Performance Summary,Data,Stocks,META,0,0,0,0,0,0,0,-66.86,0,0,-66.86,-66.86
Realized & Unrealized Performance Summary,Data,Stocks,MU,0,0,0,0,0,0,67.405708,0,0,0,67.405708,67.405708
Realized & Unrealized Performance Summary,Data,Stocks,NBIS,0,1835.927474,0,0,0,1835.927474,0,0,0,0,0,1835.927474
Realized & Unrealized Performance Summary,Data,Stocks,NFLX,0,0,0,0,0,0,0,-167.8,0,0,-167.8,-167.8
Realized & Unrealized Performance Summary,Data,Stocks,NOVOBc,0,0,0,0,0,0,0,-75.4369,0,0,-75.4369,-75.4369
Realized & Unrealized Performance Summary,Data,Stocks,POW,0,0,0,0,0,0,0,-262.300195,0,0,-262.300195,-262.300195
Realized & Unrealized Performance Summary,Data,Stocks,PRYm,0,0,0,0,0,0,0,-65.582266,0,0,-65.582266,-65.582266
Realized & Unrealized Performance Summary,Data,Stocks,QQQ,0,282.7199804,0,0,0,282.7199804,0,0,0,0,0,282.7199804
Realized & Unrealized Performance Summary,Data,Stocks,RHM,0,0,0,0,0,0,84.8698,0,0,0,84.8698,84.8698
Realized & Unrealized Performance Summary,Data,Stocks,RYAAY,0,0,0,0,0,0,0,-192.280093,0,0,-192.280093,-192.280093
Realized & Unrealized Performance Summary,Data,Stocks,SAABY,0,0,0,0,0,0,284.089998,0,0,0,284.089998,284.089998
Realized & Unrealized Performance Summary,Data,Stocks,SE,0,0,0,0,0,0,86.279988,-2.860009,0,0,83.419979,83.419979
Realized & Unrealized Performance Summary,Data,Stocks,SLV,0,0,0,5460.953862,0,5460.953862,0,0,0,0,0,5460.953862
Realized & Unrealized Performance Summary,Data,Stocks,SPOT,0,0,0,0,0,0,474.463987,0,0,0,474.463987,474.463987
Realized & Unrealized Performance Summary,Data,Stocks,SU,0,0,0,0,0,0,48.154892,0,0,0,48.154892,48.154892
Realized & Unrealized Performance Summary,Data,Stocks,TCEHY,0,0,0,0,0,0,22.694998,0,0,0,22.694998,22.694998
Realized & Unrealized Performance Summary,Data,Stocks,TIP,0,0,0,22.93806065,0,22.93806065,0,0,0,0,0,22.93806065
Realized & Unrealized Performance Summary,Data,Stocks,TSLA,0,0,0,0,0,0,0,0,0,-326.570354,-326.570354,-326.570354
Realized & Unrealized Performance Summary,Data,Stocks,URA,0,0,-35.5580937,0,0,-35.5580937,0,0,0,0,0,-35.5580937
Realized & Unrealized Performance Summary,Data,Stocks,UUl,0,0,0,0,0,0,125.7751965,0,0,0,125.7751965,125.7751965
Realized & Unrealized Performance Summary,Data,Stocks,VHT,0,0,0,0,0,0,0,-9.910009,0,0,-9.910009,-9.910009
Realized & Unrealized Performance Summary,Data,Stocks,VT,0,197.6340823,0,0,0,197.6340823,0,0,0,0,0,197.6340823
Realized & Unrealized Performance Summary,Data,Stocks,VTV,0,144.6011368,0,0,0,144.6011368,0,0,0,0,0,144.6011368
Realized & Unrealized Performance Summary,Data,Stocks,WFC,0,0,0,0,0,0,0,0,273.559352,0,273.559352,273.559352
Realized & Unrealized Performance Summary,Data,Total,,0,2915.381726,-122.3621431,5483.891923,-726.8126741,7550.098831,2963.953388,-1024.283651,4652.698104,-326.570354,6265.797487,13815.89632
Realized & Unrealized Performance Summary,Data,Forex,DKK,0,3.233993,-0.178875,0,0,3.055118,0.077745,0,0,0,0.077745,3.132863
Realized & Unrealized Performance Summary,Data,Forex,EUR,0,1.652287,-38.997345,0,0,-37.345058,0,0,0,0,0,-37.345058
Realized & Unrealized Performance Summary,Data,Forex,GBP,0,9.10943,-4.88893,0,0,4.2205,0,0,0,0,0,4.2205
Realized & Unrealized Performance Summary,Data,Forex,HKD,0,0,-14.183627,0,0,-14.183627,0.150912,-2.765895343,0,0,-2.614983343,-16.79861034
Realized & Unrealized Performance Summary,Data,Forex,JPY,0,0.969071,-1.53783,0,0,-0.568759,59.9388506,0,0,0,59.9388506,59.3700916
Realized & Unrealized Performance Summary,Data,Total,,0,14.964781,-59.786607,0,0,-44.821826,60.1675076,-2.765895343,0,0,57.40161226,12.57978626
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,2930.346507,-182.1487501,5483.891923,-726.8126741,7505.277005,3024.120895,-1027.049546,4652.698104,-326.570354,6323.199099,13828.4761
Month & Year to Date Performance Summary,Header,Asset Category,Symbol,Description,Mark-to-Market MTD,Mark-to-Market YTD,Realized S/T MTD,Realized S/T YTD,Realized L/T MTD,Realized L/T YTD
Month & Year to Date Performance Summary,Data,Stocks,1919,COSCO SHIPPING HOLDINGS CO-H,0,-3.98109847,0,-75.42637418,0,0
Month & Year to Date Performance Summary,Data,Stocks,4568.T,DAIICHI SANKYO CO LTD,0,-486.3573548,0,0,0,-726.8126741
Month & Year to Date Performance Summary,Data,Stocks,AAFl,AIRTEL AFRICA PLC,78.855768,29.40425016,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,AAPL,APPLE INC,56.8,284.74,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,AAXJ,ISHARES MSCI ALL COUNTRY ASI,0,110.2692689,0,135.1691609,0,0
Month & Year to Date Performance Summary,Data,Stocks,ACN,ACCENTURE PLC-CL A,0,-462.517087,0,-271.0901055,0,-531.8209715
Month & Year to Date Performance Summary,Data,Stocks,AMD,ADVANCED MICRO DEVICES,-101.92,1694,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,ANET,ARISTA NETWORKS INC,-17,9.599988,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,APH,AMPHENOL CORP-CL A,27.95,24.349985,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,ASML,ASML HOLDING NV,-66.0044,1199.223108,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BARCl,BARCLAYS PLC,-12.696583,-106.3119852,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BNO,UNITED STATES BRENT OIL FUND,0,254.3671579,0,254.3671579,0,0
Month & Year to Date Performance Summary,Data,Stocks,BOTZ,GLOBAL X ROBOTICS & ARTIFICI,-0.96,-3.45,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BX,BLACKSTONE INC,0,2.8,0,0,0,0
